project,bug_id,folder,add_test_file,class_fqcn,method_name,repair_result,buggy_result,fixed_result,,difference between generated patch and developers' fix,fix the bug,new functionality,Is the testcase really trigger the bug,Is the testcase testing the new functionality
Math,93,Math-93-buggy_ind1,add_test.java,org.apache.commons.math.util.MathUtilsTest,testFactorialLargeValue,Not Pass,Pass,Pass,,,,,,
Math,93,Math-93-buggy_ind2,add_test1.java,org.apache.commons.math.util.MathUtilsTest,testFactorialNegative,Not Pass,Pass,Pass,,,,,,
Math,102,Math-102-buggy_ind2,add_test1.java,org.apache.commons.math.stat.inference.ChiSquareTestTest,testChiSquareWithZeroObserved,Not Pass,Pass,Pass,,,,,,
Math,102,Math-102-buggy_ind3,add_test2.java,org.apache.commons.math.stat.inference.TestUtilsTest,testChiSquareAllEqual,Not Pass,Pass,Pass,,,,,,
Math,103,Math-103-buggy_ind2,add_test1.java,org.apache.commons.math.distribution.NormalDistributionTest,testNegativeMeanExtremeValues,Not Pass,Pass,Pass,,,,,,
Math,103,Math-103-buggy_ind3,add_test2.java,org.apache.commons.math.distribution.NormalDistributionTest,testLargeStandardDeviation,Not Pass,Pass,Pass,,,,,,
Math,105,Math-105-buggy_ind1,add_test.java,org.apache.commons.math.stat.regression.SimpleRegressionTest,testSSEWithPerfectFit,Not Pass,Pass,Pass,,,,,,
Mockito,1,Mockito-1-buggy_ind2,add_test1.java,org.mockito.internal.invocation.InvocationMatcherTest,should_not_capture_when_matcher_is_not_capturing,Not Pass,Pass,Pass,,,,,,
Mockito,4,Mockito-4-buggy_ind3,add_test2.java,org.mockito.exceptions.ReporterTest,should_handle_null_mock_in_noMoreInteractionsWanted,Not Pass,Pass,Pass,,,,,,
Mockito,8,Mockito-8-buggy_ind1,add_test.java,org.mockito.internal.util.reflection.GenericMetadataSupportTest,typeVariable_of_nested_parameterized_type,Not Pass,Pass,Pass,,,,,,
Mockito,8,Mockito-8-buggy_ind2,add_test1.java,org.mockito.internal.util.reflection.GenericMetadataSupportTest,typeVariable_of_multiple_nested_generics,Not Pass,Pass,Pass,,,,,,
Mockito,11,Mockito-11-buggy_ind1,add_test.java,org.mockito.internal.creation.DelegatingMethodTest,equals_should_return_false_when_null,Not Pass,Pass,Pass,,,,,,
Mockito,11,Mockito-11-buggy_ind2,add_test1.java,org.mockito.internal.creation.DelegatingMethodTest,equals_should_return_false_when_different_type,Not Pass,Pass,Pass,,,,,,
Mockito,22,Mockito-22-buggy_ind1,add_test.java,org.mockito.internal.matchers.EqualityTest,shouldReturnFalseWhenComparingNonArrayWithArray,Not Pass,Pass,Pass,,,,,,
Mockito,22,Mockito-22-buggy_ind2,add_test1.java,org.mockito.internal.matchers.EqualityTest,shouldHandleNullComparisons,Not Pass,Pass,Pass,,,,,,
Time,1,Time-1-buggy_ind1,add_test.java,org.joda.time.TestPartial_Constructors,testConstructorEx7_TypeArray_intArray_AdditionalCase1,Not Pass,Pass,Pass,,,,,,
Time,1,Time-1-buggy_ind2,add_test1.java,org.joda.time.TestPartial_Constructors,testConstructorEx7_TypeArray_intArray_AdditionalCase2,Not Pass,Pass,Pass,,,,,,
Time,5,Time-5-buggy_ind2,add_test1.java,org.joda.time.TestPeriod_Basics,testNormalizedStandard_periodType_years1,Not Pass,Pass,Pass,,,,,,
Time,6,Time-6-buggy_ind1,add_test.java,org.joda.time.chrono.TestGJDate,test_cutoverAtEpoch,Not Pass,Pass,Pass,,,,,,
Time,6,Time-6-buggy_ind2,add_test1.java,org.joda.time.chrono.TestGJDate,test_cutoverAtYearOne,Not Pass,Pass,Pass,,,,,,
Time,7,Time-7-buggy_ind1,add_test.java,org.joda.time.format.TestDateTimeFormatter,testParseInto_monthDay_withZoneChange,Not Pass,Pass,Pass,,,,,,
Time,7,Time-7-buggy_ind4,add_test3.java,org.joda.time.format.TestDateTimeFormatter,testParseInto_monthDay_endOfYear_differentZone,Not Pass,Pass,Pass,,,,,,
Time,12,Time-12-buggy_ind1,add_test.java,org.joda.time.TestLocalDate_Constructors,testFactory_fromCalendarFields_AD,Not Pass,Pass,Pass,,,,,,
Time,12,Time-12-buggy_ind2,add_test1.java,org.joda.time.TestLocalDateTime_Constructors,testFactory_fromCalendarFields_AD,Not Pass,Pass,Pass,,,,,,
Time,22,Time-22-buggy_ind2,add_test1.java,org.joda.time.TestDuration_Basics,testToPeriod_fixedZone_boundary,Not Pass,Pass,Pass,,,,,,
Time,27,Time-27-buggy_ind3,add_test2.java,org.joda.time.format.TestPeriodFormatterBuilder,testMultipleSeparators,Not Pass,Pass,Pass,,,,,,
